,Country,year,value
379,Netherlands,2014,7.0
380,Norway,2014,
381,Poland-A,2014,9.5
382,Portugal,2014,
383,Romania,2014,
384,Slovakia,2014,37.0
385,Slovenia,2014,
386,Spain,2014,28.09
387,Sweden,2014,28.0
388,Turkey,2014,
389,United Kingdom,2014,
390,Austria,2015,
391,Belgium-A,2015,8.8
392,Bulgaria-B,2015,10.5
393,Croatia,2015,23.25
394,Cyprus,2015,
395,Czechia,2015,
396,Denmark,2015,15.0
397,Estonia,2015,
398,Finland,2015,
399,France-B,2015,
400,Germany,2015,12.4
401,Greece-A,2015,
402,Hungary,2015,9.5
403,Ireland,2015,15.0
404,Italy,2015,37.7
405,Latvia-A,2015,
406,Lithuania,2015,10.6
407,Luxembourg-A,2015,
408,Malta,2015,
409,Netherlands,2015,7.25
410,Norway,2015,
411,Poland-A,2015,
412,Portugal,2015,
413,Romania,2015,
414,Slovakia,2015,43.0
415,Slovenia,2015,
416,Spain,2015,27.7
417,Sweden,2015,27.0
418,Turkey,2015,
419,United Kingdom,2015,
420,Austria,2016,
421,Belgium-A,2016,10.02
422,Bulgaria-B,2016,9.7
423,Croatia,2016,23.2
424,Cyprus,2016,
425,Czechia,2016,
426,Denmark,2016,19.0
427,Estonia,2016,0.0
428,Finland,2016,
429,France-B,2016,
430,Germany,2016,11.8
431,Greece-A,2016,10.0
432,Hungary,2016,11.1
433,Ireland,2016,15.0
434,Italy,2016,
435,Latvia-A,2016,
436,Lithuania,2016,
437,Luxembourg-A,2016,14.0
438,Malta,2016,
439,Netherlands,2016,7.7
440,Norway,2016,
441,Poland-A,2016,
442,Portugal,2016,
443,Romania,2016,
444,Slovakia,2016,50.0
445,Slovenia,2016,
446,Spain,2016,28.07
447,Sweden,2016,25.0
448,Turkey,2016,
449,United Kingdom,2016,
450,Austria,2017,
451,Belgium-A,2017,9.6
452,Bulgaria-B,2017,9.1
453,Croatia,2017,23.0
454,Cyprus,2017,
455,Czechia,2017,
456,Denmark,2017,19.0
457,Estonia,2017,22.0
458,Finland,2017,
459,France-B,2017,
460,Germany,2017,11.9
461,Greece-A,2017,10.0
462,Hungary,2017,9.2
463,Ireland,2017,15.0
464,Italy,2017,
465,Latvia-A,2017,
466,Lithuania,2017,25.0
467,Luxembourg-A,2017,14.0
468,Malta,2017,
469,Netherlands,2017,7.4
470,Norway,2017,28.87
471,Poland-A,2017,
472,Portugal,2017,26.31
473,Romania,2017,
474,Slovakia,2017,50.0
475,Slovenia,2017,0.0
476,Spain,2017,26.86
477,Sweden,2017,25.0
478,Turkey,2017,
479,United Kingdom,2017,
480,Austria,2018,
481,Belgium-A,2018,9.6
482,Bulgaria-B,2018,11.5
483,Croatia,2018,12.5
484,Cyprus,2018,
485,Czechia,2018,63.4
486,Denmark,2018,16.0
487,Estonia,2018,
488,Finland,2018,
489,France-B,2018,
490,Germany,2018,11.3
491,Greece-A,2018,10.0
492,Hungary,2018,9.4
493,Ireland,2018,15.0
494,Italy,2018,
495,Latvia-A,2018,
496,Lithuania,2018,10.75
497,Luxembourg-A,2018,10.83
498,Malta,2018,
499,Netherlands,2018,7.3
500,Norway,2018,
501,Poland-A,2018,
502,Portugal,2018,31.96
503,Romania,2018,
504,Slovakia,2018,32.5
505,Slovenia,2018,
506,Spain,2018,26.19
507,Sweden,2018,23.0
508,Turkey,2018,
509,United Kingdom,2018,
